,IMDB,RT,Direccion,Guión,Argumento,Duración,Título
311,6.0,--,Alexandra Apostolakis,Alexandra Apostolakis,"On the last day of high school, senior Vicky Aries finds out that an old bully, Carla del Toro, is coming back to beat her up. Vicky has one hour to get help against the violent and revenge seeking Carla or stand up and face her alone.",13m,She Wore a Yellow Scrunchy
312,5.0,--,Kathryn Bigelow,Sofia AmbrosiniSergio RodriguezStefano Volpi,Pirelli's promotional short movie. After leaving her house on a quiet morning Uma Thurman is being pursued by two strange figures who shoot at her.,8m,Mission Zero
313,5.6,--,Mark Sanders,Scott Sawyer,"What if the toughest battles you fought never made the newspapers because they raged inside your head? Bram Harper gets the chance to become what he always dreamed of and no one else could be; a superhero, but he'll always be that guy in his boxer briefs, talking to himself. The potential for his arch nemesis resides inside of him, waiting to take control and turn him... Read all",--,Split City
314,5.9,--,Daniel Bernhardt,Daniel Bernhardt,Add a plot,18m,Fetch
315,6.9,--,Ken Axmaker Jr.,Ken Axmaker Jr.,A couple named Sissy & James decide to crash on a drug deal and steal the money. But they are unaware that a Undercover Cop is among the dealers and buyers! How will this turn out? The clock is ticking and time is running out.,12m,Bad People
316,8.3,--,D.J. Morrison,D.J. Morrison,"In 1988 Cole Beacham saw his best friend killed for nothing more than local glory. Fifteen years later he returns to share his childhood with his young son. Facing painful memories, Cole comes face to face with the irrational justification that killed Jason years before. Now forced to make the ride to protect his family, he must also survive the road, the river that t... Read all",12m,Ride to Live
317,7.7,--,Mark Tran,Mark Tran,"A routine pickup-and-check gone wrong. Now Tony and his useless partner, Eber, must find the strip club owner who stole the bosses' 72 grand. There are two sides to every gangster, every wife abuser, every screw-up, every priest. Only in Binary City.",23m,Binary City
318,6.6,--,Sean Olson,Shannon KendallMike MillerSean Olson,"The race is on as Duke, Lady Jaye and Snake Eyes take on Cobra in a perilous quest for the Apophis Stone, an Ancient Egyptian artifact with the power to summon a unstoppable demon army. Can they get to it before Cobra.",11m,G.I. Joe: Battle for the Serpent Stone
319,--,--,Scott Meyer,Michael Posniak,Add a plot,20m,Crossings
320,--,--,Michael Davies Jr.,Michael Davies Jr.,The Other Man And The Girl is nothing more than a science experiment. Do the laws of physics apply to human interpersonal relationships?,6m,T.A.G.
321,--,20%,Jon Rafman,Jon Rafman,A teenage boy's epic struggle against an evil necromancer.,6m,Day of Reckoning
322,6.6,--,Alejandro Beltrán,Pablo BellverGeorge LucasRon Marz,It talks about the early years of Darth Vader.,11m,Star Wars: Extintion
323,7.7,--,Tom Laskowski,Wendy KeithTom Laskowski,"Veiled in a back lit silhouette, his voice altered, a young man nervously tells his story: Tony is fond of his girlfriend, getting high, and playing on the internet.",29m,A Patriot Act
324,6.5,--,Rob Lawe,Rob Lawe,Two men battle it out in a massive gunfight atop of a New York City skyscraper.,20m,The Reckoning
325,8.2,--,Thomas Zeug,Thomas Zeug,An asteroid is heading towards earth and threatening to destroy mankind. The only one who can save us all is the chaotic Rolly.,31m,Rollygeddon
326,6.2,--,C. Alec Rossel,C. Alec Rossel,"Set in the neo-noir/future-noir world of ""the city,"" SERVED COLD is the story of Hank Grey, a man with a lot of irons in the fire, and haunted by a tragedy that took him to the end of his rope and beyond. A Faustian bargain, lust, betrayal, prophecy, hit men, crime bosses, and a whole bunch of twists. Hank is on a path for revenge, and we all know revenge is is a dish... Read all",7m,Served Cold
327,--,--,Juanjo Martínez,Juanjo Martínez,,--,Point of View
328,--,--,Andrew McCardle,Bryan DarrowAndrew McCardle,Add a plot,21m,05.12.2020
329,--,31%,Jordan Cantello,Jordan Cantello,"A drug-runner is double-crossed by his boss, and his only chance at freedom is to take him down.",14m,The Runner
330,--,--,Joshua Steele,Joshua Steele,"The tragic story of the rise and fall of a legendary voodoo murderer, named Jim Kessel.",--,The Jim Kessel Saga
331,--,--,Sebastian Klinger,Sebastian Klinger,,25m,Top Secret - Ein neuer Agent
332,--,--,Miguel Ángel Muñiz,Miguel Ángel Muñiz,Add a plot,15m,Estás muerto
333,--,--,Mason Cardwell,Mason Cardwell,"An overweight dancing, sleeping, donut eating security guard chases down a thief in downtown Toronto.",8m,Shabby Security
334,4.2,--,Mark Wallaard,Ziggy DeutzTim TreurnietMark Wallaard,At the start of the afternoon three platoons from the US Army invade a small Middle-Eastern village to free it from terrorist occupation.,16m,The Real Action Heroes
335,--,--,Justin Lutsky,Brett Simmons,"An over-protective boyfriend uses his tactical resources as an FBI agent to infiltrate his girlfriend's clandestine meeting. Produced for the advanced selection phase of Steven Spielberg & Mark Burnett's reality television show ""On The Lot"". Given the tag line ""The End of a Relationship"", this film had to be written, directed and edited in one week's time.",3m,Federal Affair
336,8.2,--,David Malki,Todd Croak-FalenDavid Malki,"They may wear jumpsuits with skull logos on them and they may carry assault rifles... but really they're just ordinary guys just like you and me... concerned about health insurance, pension plans, and making it through the workday without being shot, blown up, and/or karate-chopped by smug, oversexed Englishmen. Set in the action-packed world of super-spies, ""Expendab... Read all",20m,Expendable
337,--,--,Brock H. Brown,Brock H. Brown,"Haunted by the end of the big game era, Winston Skinner sets out for one final hunt. In search of the dangerous and elusive Bengal Tiger, Winston attempts to recreate the adventure that once was. Yet when violence erupts in the jungle, Winston is faced with the mysterious presence of the creature which he seeks.",8m,Wildlifeless
338,6.8,--,Noeland Collins,Noeland CollinsRobert Gordon SpencerElizabeth Spencer-Taylor,"Nathan Kearns has had a long career without really knowing who he has been working for. As the stakes are changed, Nathan quickly finds out his expectations aren't as they appear...",30m,Expectations
339,--,--,David Todd Michael,Joel LibramentoDavid MichaelDavid Todd Michael,,--,Waste of Time
340,--,--,David Todd Michael,Joel LibramentoDavid MichaelDavid Todd Michael,,--,Waste of Time 2
341,6.0,--,Mark LundAdam Starr,Mark Lund,China's first manned mission to the Moon reveals the Apollo 11 cover-up that mankind has never been alone.,25m,First World
342,--,--,Shane Carr,Shane Carr,"Boyd & Natalie live a peaceful life, albeit at times dishonest. Boyd's past has always remained a secret, until one night his history catches up with him.",--,The Truth About Heroes
343,7.5,--,Nick Thiel,CJ JohnsonNick Thiel,Two strangers try to survive in a small house from an alien attack.,18m,Creepers
344,--,--,Mario Cornejo,Mario Cornejo,,--,Stray Hearts
345,5.2,--,Paul T.T. Easter,Paul T.T. Easter,"Jakes needs a clean getaway car for a job but he has to pay someone a visit on the way. When you owe, you pay one way or another.",15m,When You Owe You Pay
346,--,88%,Oguz Anbarli,Oguz Anbarli,"The story of three drunk friends, who want to find themselves in the soup house in no time flat. Will they be able to reach there?",10m,Trigger
347,8.3,--,Abigail Steinberg,Terry RossioJay KrishanAmber Dawn Lee,"Chrissy, the gum chewing hit woman has a dirty laundering job to finish. When things fall apart, and we find out she isn't who we thought, everyone must look for a sign from God, so that murder doesn't spoil the whites. When the sign happens everyone scrambles to determine if it's a sign from GOD or life on it's own terms.",--,Laundry
348,--,--,Murilo CuminMartin Baptistão Neto,Murilo CuminMartin Baptistão Neto,An old evil rises again and the global world church needs to find a new warrior to save the world through a tournament.,26m,Devil My Cry
349,--,--,--,--,--,--,--
350,--,--,Keivan Mohseni,Keivan Mohseni,Add a plot,12m,Fifty Fifty
351,--,--,Roger van der Weide,Roger van der Weide,,--,Dt.Narubleachballimon-oh
352,--,--,Ben AllanAndrew Todd,Ben AllanBrendon BennettsJeff Clark,,7m,New Fish
353,6.0,--,--,--,"The story is set in the Sengoku period. A rounin called Nanashi saves a young boy Kotarou at an abandoned temple. Kotarou has no family, is pursued by a mysterious militia organization from China and hires Nanashi as his bodyguard.",3m,Sutorendjia - muko hadan
354,--,--,Giorgi Tavartkiladze,Giorgi Tavartkiladze,"Six writers try to create a story of a young man. Their opinions struggle each other, as one thinks the story has to be a crime, while the others develop a love, Bollywood movie, political satire and allegory stories. As one of the writers is kicked out the room, the story starts moving fast.",11m,Creativism
355,--,28%,Eric Whiteley,Shane FarleyEric WhiteleyRichard Martin,An entry into the 7th annual International Lightsaber Choreography Competition.,4m,Bounty
356,--,--,Eric Whiteley,Aaron ElliottRichard MartinShane Farley,An entry into the 7th annual lightsaber choreography compeition.,5m,AVR Advent
357,--,--,Michael J. Hauser,Michael J. Hauser,"An overweight aspiring police officer who lives a dull, tightly controlled life has been told he must lose some weight and get into better shape before he will be able to become an officer. In the meantime he takes up a post working for a quirky private investigator. While investigating one particular case, the man realizes he may be closer to police work than most of... Read all",33m,The Figure of Authority
358,6.9,84%,Chandler Tuttle,Chandler TuttleKurt Vonnegut Jr.,"A short film adaptation of Kurt Vonnegut's Harrison Bergeron, 2081 depicts a dystopian future in which, thanks to the 212th Amendment to the Constitution and the unceasing vigilance of the United States Handicapper General, everyone is ""finally equal...."" The strong wear weights, the beautiful wear masks and the intelligent wear earpieces that fire off loud noises to ... Read all",25m,2081
359,7.6,--,Nash Edgerton,Nash EdgertonDavid Michôd,A young man tries to make things right again in his relationship after he and his girlfriend get in a fight.,9m,Spider
360,6.9,--,Nick Ryan,Ruairi RobinsonNick Ryan,"November 1940, during the greatest conflict man has ever known, an epic duel unfolds between two ace pilots, each willing to take the match to it's ultimate conclusion. Unknown to the pilots is a fate neither has considered.",10m,The German
361,--,--,--,--,--,--,--
362,7.1,--,Richard Khouri,George C. Bujold,"An American journalist travels to the remote and lawless deserts of Central America to shoot a documentary investigating child trafficking, but is intercepted by forces that do not want his message to be heard.",15m,Trafficking
363,--,--,Véronique Castelman,Véronique Castelman,"James, a Church Minister is jealous of his wife, Lucy and abuses her. Supernatural power intervenes, James is rebuked and God shuts him out of heaven.",18m,Missionary's Soul
364,7.3,--,Bruno Collet,Bruno Collet,"Thirty-five years after Bruce Lee, his soul reincarnates into a little doll. With self-confidence, the rubber-made toy leaves to discover the great-scaled world all around him.",9m,Le petit dragon
365,--,--,Benjamin Southwell,Benjamin Southwell,"To save his Uncle and protect the land from bloody revenge a young suburbanised aboriginal man, must re-imprison a powerful warrior spirit from the dreamtime.",10m,Dead Creek
366,--,--,Matthew GratznerDavid Greathouse,Matthew GratznerDavid Greathouse,"Ducks, deer and turkey are usual targets for hunters. But, Rusty and Rothchild are after a bit more exotic 'game'.",9m,Huntin'
367,7.2,73%,Javier Recio Gracia,Javier Recio Gracia,"On her deathbed, a sad, white-haired woman yearns to reunite with her beloved late husband. However, the road to the afterlife can be long, and today's modern medicine works miracles.",8m,The Lady and the Reaper
368,--,--,Jules Eerdekens,--,Georges had the perfect plan.,15m,Les amateurs
369,5.1,--,Alex Ferrari,Alex Ferrari,"ZOE, a young teenage girl, is lured into an after hours carnival tent by the sleazy rock n roll carnie RIMO, and gets more then she bargained for. It's up to the mysterious PRINCESS, star of the new knife show, to pull her out of the wolf's den.",11m,Red Princess Blues
370,--,--,Daniel Hernández Torrado,Daniel Hernández Torrado,,--,Desprotegido
371,--,--,Daris D. McKinney,Daris D. McKinney,"A Special Forces Marine's Work life comes home, and it test system he has implemented into his family subconscious.",39m,Tough
372,--,--,Teresa Phung,Grace ChristensonDaniel FlohrSasha Gibbs,"There is a battle between good and evil as Azara, the Angel of Death wants to rule and dominate in both realms: the human world and immortal world. If succeed, she will be more powerful than Luicifer. It is up to Nina and all of its members at Immortality League to stop Azara and her Death Angels once and for all. In the meantime, will Nina and Galvin's relationship p... Read all",5m,Immortality League
373,--,--,Michael Peristeris,Michael Peristeris,"What was supposed to be a simple exchange turns into a fight for survival when a ""Bag man"" is double crossed and hunted down to keep him silent.",6m,Gone Shootin'
374,8.6,69%,Eric Whiteley,Eric Whiteley,An entry into Saber Comp's 8th annual international Lightsaber Choreography Competition. It was rewarded first place in both the popular and judges vote.,11m,Rivals
375,--,--,Igor BarbolinVictor Patyukov,Igor Barbolin,,--,The Self-chase
376,--,--,Fulvio Pisano,Fulvio PisanoLuca Sabbioni,Add a plot,--,Last Blood
377,8.2,--,Colin FlemingJohn Garside,Colin FlemingJohn GarsideJerry Renek,"Max Neptune and the Atomic Space Patrol face their biggest threat ever. Dr. Agotch and his giant, mechanical, Menacing Squid!",44m,Max Neptune and the Menacing Squid
378,4.6,--,Josh BrolinMark Casimir Dyniewicz Jr.Michael Fassbender,--,Add a plot,--,Jonah Hex: Behind the Scenes ~ B-Roll 2
379,--,--,Fran Casanova,Fran Casanova,Add a plot,--,Tiempo muerto
380,--,--,Aaron Tyson,Phillip DageDaniel Hurwitz-GoodmanAaron Tyson,"Before the age of Twilight, there was Vampires vs Slayers: a 30 minute horror fantasy film directed by a young (12 year-old) Aaron Tyson. A jailed vampire (Phillip Dage) escapes from prison and eludes the captivity of investigators (Daniel Hurwitz-Goodman & Morgan Walker). A Detective, Vilius Kalanauskas and accomplished vampire slayer (Aaron Tyson) join forces to sto... Read all",--,Vampires vs Slayers
381,8.5,--,Pär Linusson,David GuvåPär Linusson,Add a plot,17m,Krux
382,6.7,--,Chris Bouchard,J.R.R. TolkienChris BouchardSabina Sattar,Sauron is preparing to unleash his armies and Gollum is creeping around Middle Earth with crucial knowledge of the Ring's location. He must be found.,38m,The Hunt for Gollum
383,--,--,Jon Rafman,Jon Rafman,Remixed footage of the legendary final showdown between Miyamoto Musashi and Sasaki Kojiro from Samurai III: Duel at Ganryu Island.,3m,Du3l @ G4nryu 15l4nd
384,4.3,--,Mark Owen,Mark Owen,"One man. One woman. Both mystified beyond belief over their apparent inability to escape the woods they both find themselves in. An invisible force field prevents them escaping and they realize they are unwittingly stuck in a video game. Forced back to a nearby field, they realize that their troubles have only just begun, and have no idea how to get back to reality...",32m,Level Playing Field
385,7.5,84%,François AlauxHervé de CrécyLudovic Houplain,François AlauxHervé de CrécyLudovic Houplain,Police chase an armed criminal in a version of Los Angeles comprised entirely of corporate logos.,16m,Logorama
386,--,--,Adam Lyons,Cary WanRachel Young,"An interesting, artistic rendition of the story we've all heard as kids, Little Miss Muffet for Adults tells the story in a slightly risque and thrilling style. This short horror film reveals the true side of Little Miss Muffet that the fairytale never showed you.",2m,Little Miss Muffet for Adults
387,7.5,--,Kiah Roache-Turner,Jay GallagherKiah Roache-Turner,,6m,War Games
388,7.6,--,Giacomo R. Bartocci,Giacomo R. Bartocci,What's the worst nightmare of any director? To be persecuted by his own characters.,6m,10 + ½ + 1 = Making of 11½
389,7.5,18%,Patrick Jean,Patrick Jean,New York City is invaded by 8-bit creatures.,2m,Pixels
390,--,--,Blake Feldman,Kama BeasleyBlake Feldman,"When a veteran female prison guard trains a cocky new recruit, a normal shift abruptly spirals out of control, forcing the veteran guard to defend her life and freedom to maintain order. The new recruit quickly learns that a day behind barbed wire is about respect!",8m,Behind Barbed Wire
391,6.8,--,Evert de Beijer,Evert de Beijer,"A high school student is addicted to a computer game in which he protects as a bodyguard a sexy female mega singer against all kinds of attacks. That way he scores her love. But that addiction goes at the cost of his home work and his sense of reality, until a girl of his class gives him a real kiss.",12m,Get Real!
392,6.5,--,Paul-Emile BoucherThomas BozovicMadeleine Charruaud,Killoffer,"A man comes home. In his apartment, no sign of his girlfriend. Here begins his wandering in a black and white city, haunted by his memories of the loved woman.",5m,Après moi
393,7.2,--,Crystal Holt,Crystal Holt,God wants to bring about the second coming of Jesus to absolve mans new sins. Jesus does not believe man is worth saving.,30m,Crown Prince of Heaven
394,--,--,Spencer Lenzie,Will KleistSpencer Lenzie,Fifteen years from now hamburgers are illegal. Two cops plan an undercover sting on a major burger lord known as Trace.,14m,Grease Junkie
395,--,66%,Drew Leary,Drew Leary,"June, 2005. Ar Rifa Iraq. A U.S. Army Medic is challenged in a way he never imagined and is forced to question his role as a medic in the midst of modern war.",18m,Heal
396,9.4,--,Sean Nalaboff,Sean Nalaboff,Leave Day is a dark comedy centered on a convict who is granted a 12-hour furlough from prison. The film will take you on an adventure as the main character encounters one problem after the next as he tries to make it back to jail on time.,18m,Leave Day
397,--,--,Wolfgang Auer,Wolfgang AuerPatrik Liebscher,"Five friends are camping in a remote forest. Everything seems perfect. Sunshine, beer and lively atmosphere... But with the discovery of a mysterious root the evening takes a disastrous turn.",9m,Solanum
398,--,--,Mazi Khalighi,Mazi Khalighi,"How would it feel to have your home torn apart by a soldier's rifle? To see your family destroyed by a war that you don't understand? These are questions that Erica Johnson, a nice year old girl growing up in a small suburban North American town, will soon be able to answer.",5m,Us
399,--,--,Elvis D'Silva,Elvis D'Silva,,--,Six Gun Sundae
400,7.8,--,Joseph Hahn,Christopher Denham,"A veteran became homeless and crazy, is attacked by men dressed in black that only he can see them.",12m,The Seed
401,--,--,John Fraser,John Fraser,A girl tries to save an injured bird from a hunter.,10m,Last Caress
402,8.2,--,Anson Fogel,--,"When ordinary people, share a singular passion, the extraordinary emerges. WildWater is a journey into the mind and soul of whitewater, into the places only river runners can go, places of discovery, solitude and risk. Its a visually stunning feast for the senses, and an expedition into new ideas. We set out to create a new kind of adventure film. One where image, sou... Read all",30m,Wildwater
403,--,--,J. Luis Rivera,J. Luis Rivera,"Infamous thief Diablo is cornered in his hide-out by the notorious masked crime-fighter known as Sr. Justicia. However, Diablo knows the secret behind the activities of city's hooded vigilante.",5m,Sr. Justicia
404,8.1,--,Paul Gibbs,Patrick GibbsPaul GibbsJarrett Reich,"Mark Caiman, a low-level tech guy for a cabal of super-villains lead by the evil Knightmare, dreams of becoming a big time super-villain. But, after a run in with the heroic Blue Streak, Mark must decide whether to destroy Manic City, or save it.",36m,Manic City: The Blue Streak Legacy
405,--,--,Iván Otero,Iván Otero,Add a plot,--,Sigue tu camino
406,--,--,Thanh-Hung Ho,Thanh-Hung Ho,A private detective continues to investigate his late partner's case. He begins to unravel the mystery surrounding the sudden appearance of a new artificial life form.,20m,Absolute.ness
407,--,--,E. Charlton-TrujilloColette Thomas,E. Charlton-Trujillo,One day. Two girls. A list of possibilities.,13m,One Day Summer
408,--,--,Aeneas Middleton,Aeneas Middleton,"When a U.S. Special Forces Nightstalker, begins thinking about home after war.",--,Operations Command
409,8.6,--,Mani Nasry,Mani Nasry,Add a plot,8m,Terminal
410,8.4,--,Hugo Parthonnaud,Hugo Parthonnaud,Young rebels attempt to overthrow a totalitarian regime.,9m,Ad Hominem
411,6.5,--,Peter Szewczyk,Peter Szewczyk,"A young girl, creative and idealistic, dreams of brighter days in a forgotten Eastern European city. Her fate is inextricably sealed when she crosses paths with a scheming, and enigmatic old woman, who harbors a dark secret.",9m,ColourBleed
412,7.6,--,James Rush,--,,--,Prototype
413,7.8,--,Jared Pelletier,Jake CommonsRyan MemarzadehJared Pelletier,"During the Fall of Reach, three Spartans must defend against a massive Covenant offensive.",--,Halo: Faith
414,7.4,--,--,--,--,19m,Straggler of '45
415,--,--,Luke WhittemoreNathan Worden,Liam ClarkeTrevor ClarkeJason Rollo,"From a boy with pen, paper, and an imagination, comes an awe-inspiring friendship between the boy and his robot come to life. He discovers his nemesis, and quickly learns of his plans to destroy the boy.",9m,Roy: A Hero Drawn to Conquer
416,7.8,--,Okorie Chukwu,Eke Chukwu,"In a London where the economy is dwindling and the young take on the burden of the older generations mistakes. A new form of political war between the older and younger generations has begun in the form of riots, kidnappings and murder. Crime is on the rise and with the reduction of law enforcement on the streets the young are called to action to maintain and restore ... Read all",20m,Hood
417,5.6,--,--,--,--,5m,Angelinho
418,--,--,Yoichi Hosono,Yoichi Hosono,"An orphan girl, Emily, falls into a cleft of space-time and goes to wonderland. There is a war between two countries there. One is Tollria which adores Nature. The other is Gizan which pursues immortality. Emily comes to become the Savior of Tollria and leads people to victory. Through the war, she realizes the true value of human's limited life against immortality.",29m,The Rise of Eina
419,--,--,Rob Baard,Rob Baard,"Reeve, an ex member of an elite covert group, enters a powerless and evacuated city, after receiving a distress call from Erika, a fellow member of the group he use to work for. Together they have 60 minutes to extract a ""priest"" who has valuable information about the cities demise, before the military move in and cover up the incident.",25m,Ninja Prelude
420,6.5,94%,John Wynn,Moniqua PlanteJohn Wynn,"While laying in bed, a mysterious couple confronts their undeniable emotional and physical connection, but when their violent past collides with their peaceful present they come face to face with a dangerous future.",10m,Pillow Talk
421,6.6,100%,James Beaufort,James Beaufort,A washed-up taxi driver must save a young model from the Yakuza.,15m,Burning Hearts
422,5.5,--,Ira Mallory,Ira Mallory,An activist and his friends become unlikely heroes in the rescue of a child trapped inside of the woods with a racist kidnapper. Blood in the Woods explores the discussion of the neglected plight of missing black children.,25m,Blood in the Woods
423,8.3,--,Josh Tessier,Craig R. KeyJosh Tessier,A convict and a cop have to work together in order to survive their current situation.,14m,Raw Brute
424,--,--,Adam Hamdy,Adam Hamdy,"Charlie, a champion bare knuckle fighter, is forced out of retirement by a group of unscrupulous gangsters who threaten take away the one thing that gives her life meaning.",4m,Keep the Fire
425,--,--,Debra Felstead,Debra Felstead,"In a world where everyone is followed by their own TV crew, where humanity knows how to perform but has lost the ability to be real; the one remaining authentic man who has managed to escape the public eye isn't safe from the scrutiny of the lens for long. Discovered by an astute and very pregnant director, our hero is stalked by a hungry crew and insatiable audience ... Read all",17m,Traces of the Unfinished Nature of the World
426,7.5,--,Rinaldo Marasco,Rinaldo Marasco,"Two brothers survive in a caravan lost on the side of a deserted road, one is an altruistic dropout, the other a gifted mute lunar Pierrot. In this context both crude and dreary, but not without humour, where the plums and apricots are intermingled, something unexpected will change all that...",18m,Filthy Plums
427,7.7,--,Sarah B. Downey,Sarah B. Downey,"Dylan a young mother is forced back into a life of crime in order to find out information about the kidnapping of her son. She partners up with her old crew which leads her to an underworld of bare knuckle fights, mobsters, and ruckus. Dylan finds out that her husband hasn't been truthful, and a young detective informs her that she has the grandson of one of the most ... Read all",27m,The Undercard
428,8.9,--,D.J. BlackmarJared Seaich,D.J. BlackmarIzzi Keener,"With the disappearance of an U.S. senator, reporter Vic Sage dons his alter ego to take matters of Hub City into his own hands. Based on the works of Steve Ditko, Dennis O'Neil and Denys Cowan for DC Comics. This is a not for profit fan film and in no way tries to claim rights to any trademarked or copyrighted character or name used in this production. ""The Question"" ... Read all",--,The Question: What Can One Man Do?
429,7.6,--,Armando Hermosilla,Armando Hermosilla,"""Vena Amoris"" celebrates life with hope in our hearts and an eye toward the future. This film depicts how easy it is to live a happy life when we're surrounded by friends and family who love us and how easy it is to stray when left alone James (Christopher Newell) is a successful and attractive businessman who will be married tomorrow, but before he is married he has ... Read all",16m,Vena Amoris
430,5.8,--,Philipp Artus,Philipp Artus,A snail invents the wheel and goes through a cultural evolution to finally get back to its origin.,3m,Snail Trail
431,--,--,Alyson Standen,Alyson Standen,"Lisa believes it's important to be prepared for anything in life. She's got a positive attitude and she's not afraid to use it. When her day takes an unexpected twist, she's going to need all the self help she can get.",5m,Self Help
432,6.0,--,Toon Aerts,Toon Aerts,"Misha, Yumiko and Chinatsu are sitting in a parked car in front of a strange motel. In the backseat they have a huge amount of test tubes filled with different substances. It's clear that their attempted burglary didn't go as planned... While Yumiko tries to calm down their Albanian boss Hasan on the phone, Misha can't resist it any longer. He opens up a test tube and... Read all",14m,Perfect Drug
433,6.6,--,Shane Borza,Shane Borza,Lesbians in the western part of the United States,20m,Lesbian Western
434,--,33%,William Wasson,William Wasson,"Brick and Oscar are ace cool skip tracers, modern day bounty hunters. They're after a wanted man Jerry Blakeley, but they're not the only ones. Quincy A. Corbett and his entire clan of bounty hunters are looking to cash in big. It's an all out battle royale between bounty hunters. Who will end up the victor?",9m,Chasers
435,--,--,Paul Bruce,Paul BruceGregor Fergie,"A corrupt New York city official has been secretly dumping toxic waste into the bay, unknowingly creating a giant man-eating mutation with a hunger for human flesh! The Mayor's Day Parade descends into chaos and carnage as not even the army can halt it's relentless march of destruction! All the stands between this blood-crazed beast and the city's total destruction ar... Read all",19m,Sockzilla!
436,8.6,--,Won Kang,Won Kang,"Dongchul, who is regularly forced to steal food for Kyungho, receives a bigger job today.",23m,Ugly Night
437,--,--,Robert L. Poole,Robert L. Poole,"When a high school prodigy discovers he's been cheated out of a vital college scholarship, his last resort is to hold court with a secret group of the city's most influential men. Acceptance by the club means admission to any college of his choosing, but it will come at the cost of a brutal initiation.",20m,Brother's Keeper
438,6.5,--,Gerard Lambkin,Karl Mather,"Heroes, villains, legends. Twenty years ago Billy and his Grandad were all of these and more, every Sunday afternoon before tea. Great Adventures is a magnificent, sweeping, suburban epic that celebrates the power of imagination and the bond between generations.",7m,Great Adventures
439,--,--,Eric Chavez,Eric ChavezBenjamin A. Onyango,A student is murdered on a hiking trip to devil's mountain.,22m,Curse of Devil's Mountain
440,--,--,Alfredo Ibarra,Alfredo Ibarra,,5m,Versus
441,6.3,--,João GarciaJoão RodriguesFrancisco Manuel Sousa,Luís Paulo GonçalvesJoão RodriguesFrancisco Manuel Sousa,"Zé Barata, a National Beer Union special agent, recalls is years as a rookie, specially his duel with Jorge the Terrible, as he passes the torch to his younger brother - agent Chico Barata.",10m,Cool
442,6.7,--,Guillaume Pierret,Yvan Georges-Dit-SoudrilGuillaume Pierret,A penitentiary parlor. A mother and her son meet for the first time since the young rebel took part in a bloody robbery.,9m,Matriarche
443,--,--,Konstantinos Mousoulis,Konstantinos Mousoulis,A highly moral detective's journey to rescue his seven year old daughter.,20m,Hunting My Blood
444,--,--,Gene K. Kim,Gene K. Kim,"In the distant future, two rival ballerinas face off at a final audition that takes a turn for the unexpected.",5m,Fighting Spirits
445,--,--,Teodor Todorov,Teodor Todorov,"While Chris waits for his English breakfast in the café, he sees Jane, John and James. He doesn't like the look of them.",7m,The English Breakfast
446,--,--,Zimran Lucero,Zimran Lucero,"A wounded pirate awakens to find himself in the care of an exotic native; leaving the young healer to choose between saving the man's life, or betraying her culture.",18m,Treasure of Kiosa
447,8.5,--,Tagore Almeida,Tagore Almeida,"Four lads on a Friday night - time to meet chicks, time to get wasted. Growing up isn't on the agenda, or so they think.",20m,A God of Sinners
448,--,--,Mikhail Howell,Mikhail Howell,"A story of love that spans the centuries, Aishiteru follows characters that struggle to find and protect their love both in the 17th century Japan and in present day America.",14m,Aishiteru
449,7.1,--,André Marques,André Marques,"Two brothers, who haven't spoken in years, meet at their mother's funeral where they must deal with their mourning family, their obligations as sons and their own feelings of loss.",20m,Luminita
450,8.0,--,Jess Weiss,Jess Weiss,"The detective office of Glatt & Glatt is on the edge of bankruptcy, since Alfred Glatt's death, who leaves the business to his son Ubaldo. It is then that Rebecca Normond appears, a beautiful and wealthy young lady, who wishes to investigate her husband.",15m,O Lenço Manchado de Vermelho
451,--,--,Takashi Iitsuka,Takashi Iitsuka,"Ninjas who live in present day. There rarely is place for them in this peaceful world. What do the Ninjas, who have many kinds of modern Ninjutsu and incredible physical ability, think of when they just look around the city for peacekeeping?",29m,Ninja Theory
452,6.2,--,Michael Chance,Michael Chance,A soldier with a mechanical suit must defeat Nazis before they spread a virus.,22m,Project Arbiter
453,--,--,Cara Barry,Cara Barry,In the dangerous underworld of illegal cage fighting two Sri Lankan brothers fight cultural taboo and each other to define what it means to be a man.,8m,Spine
454,--,--,Kentarô Yamagishi,Kentarô Yamagishi,"One pensioner...one zombie...who will survive? Fragile is an action comedy about three people thrown together by chance, each of them fragile in their own way. They set out on a hilarious, action-packed journey on which they face deadly zombies, fermented beans, and a result nobody had bargained for.",24m,Samurai Zombie: Fragile
455,6.7,--,Duncan B. Putney,Duncan B. Putney,"A 13 year old boy, Jim, is on a family trip to a WW2 museum on a rainy day when he suddenly finds himself thrown back in time to Normandy, France in the early morning hours of June 6, 1944 where he is picked up by four American soldiers.",22m,Half Pint
456,6.6,--,Mathieu AuvrayGael Pouvreau,Mathieu AuvrayGael Pouvreau,A man is trapped in a phone box. A zombie girl is assaulting him.,5m,Dring of the Dead
457,8.8,--,Shawn Spitler,Shawn Spitler,"Samantha Ortiz, a Marine combat photographer embedded with a Female Engagement Team, believes her imagery can change the tides of war. Her beliefs are put to the test when a Taliban Sniper ambushes her unit.",9m,Soul Stealer
